,fraud_score,ml_prob,rule_score,iso_anomaly_score,actual_class,is_fraud
156800,0.0,0.0,0.0,-0.1769323572718141,0,0
114177,0.0,0.0,0.0,-0.12961832929239014,0,0
274077,0.0,0.0,0.0,-0.11665270263679078,0,0
212776,0.20400000000000001,0.006666666666666667,0.5,-0.11300494164242159,0,0
140480,0.0,0.0,0.0,-0.21403423944057554,0,0
164426,0.2,0.0,0.5,-0.18707290717327213,0,0
148348,0.0,0.0,0.0,-0.1907299822999199,0,0
183292,0.0,0.0,0.0,-0.06655730927541981,0,0
95777,0.0,0.0,0.0,-0.14809897371312114,0,0
148901,0.2,0.0,0.5,-0.1827447226296008,0,0
153951,0.2,0.0,0.5,-0.17125680720022424,0,0
43884,0.202,0.0033333333333333335,0.5,-0.15084836562707732,0,0
176434,0.0,0.0,0.0,-0.16532784405385353,0,0
229985,0.2,0.0,0.5,-0.1979549094910884,0,0
98164,0.004,0.006666666666666667,0.0,-0.1389600587736129,0,0
163823,0.0,0.0,0.0,-0.14762909848337918,0,0
248917,0.20400000000000001,0.006666666666666667,0.5,-0.06829485348126363,0,0
43341,0.2,0.0,0.5,-0.20601767883776523,0,0
243860,0.0,0.0,0.0,-0.21576015170614526,0,0
9588,0.2,0.0,0.5,-0.1470432203518952,0,0
106442,0.2,0.0,0.5,-0.17832723532725347,0,0
243492,0.0,0.0,0.0,-0.17349603405772546,0,0
193634,0.2,0.0,0.5,-0.1040566558387967,0,0
59598,0.2,0.0,0.5,-0.19491028295362534,0,0
190513,0.0,0.0,0.0,0.04035044009264255,0,0
279511,0.0,0.0,0.0,-0.17538288816435577,0,0
65838,0.2,0.0,0.5,-0.17235260451553713,0,0
267327,0.20800000000000002,0.013333333333333334,0.5,-0.17680485224573195,0,0
153463,0.0,0.0,0.0,-0.13866717060067124,0,0
186429,0.0,0.0,0.0,-0.20739349660031509,0,0
19955,0.0,0.0,0.0,-0.21792191125024668,0,0
27900,0.0,0.0,0.0,-0.2195336290642767,0,0
95632,0.202,0.0033333333333333335,0.5,-0.17129720237346996,0,0
198224,0.2,0.0,0.5,-0.13581352267260122,0,0
45682,0.2,0.0,0.5,-0.18880611675665754,0,0
145645,0.002,0.0033333333333333335,0.0,-0.16789372121068163,0,0
270900,0.202,0.0033333333333333335,0.5,-0.18953771587961044,0,0
77603,0.2,0.0,0.5,-0.2114169087554733,0,0
135713,0.2,0.0,0.5,-0.1831913824193453,0,0
100389,0.0,0.0,0.0,-0.14700301036003222,0,0
72807,0.0,0.0,0.0,-0.2112623164892506,0,0
47750,0.2,0.0,0.5,-0.18004823544539256,0,0
69500,0.0,0.0,0.0,-0.19604632569031455,0,0
125560,0.0,0.0,0.0,-0.19653347352594835,0,0
109388,0.0,0.0,0.0,-0.21623738793256736,0,0
107280,0.2,0.0,0.5,-0.16206518919215268,0,0
191127,0.2,0.0,0.5,-0.1853526651422598,0,0
70205,0.20400000000000001,0.006666666666666667,0.5,-0.017503101677435406,0,0
282338,0.20800000000000002,0.013333333333333334,0.5,-0.03521665762647874,0,0
72903,0.0,0.0,0.0,-0.2137154768628043,0,0
211064,0.0,0.0,0.0,-0.2030596239760964,0,0
179628,0.2,0.0,0.5,-0.06228219724690931,0,0
183869,0.2,0.0,0.5,-0.1714623237288127,0,0
250233,0.0,0.0,0.0,-0.20422509489963214,0,0
64053,0.2,0.0,0.5,-0.19533246350721678,0,0
67236,0.202,0.0033333333333333335,0.5,-0.143318591741512,0,0
187596,0.2,0.0,0.5,-0.14744061612540316,0,0
31051,0.2,0.0,0.5,-0.1697479484157705,0,0
150058,0.0,0.0,0.0,-0.1410251326699168,0,0
156806,0.232,0.05333333333333334,0.5,-0.12262787119239543,0,0
232311,0.2,0.0,0.5,-0.18502943172425346,0,0
47082,0.2,0.0,0.5,-0.16058500344424181,0,0
55392,0.004,0.006666666666666667,0.0,-0.20343686320057436,0,0
182980,0.2,0.0,0.5,-0.16288034010167524,0,0
276983,0.228,0.04666666666666667,0.5,-0.16965815199195422,0,0
241931,0.0,0.0,0.0,-0.16609175745974875,0,0
129908,0.2,0.0,0.5,-0.186868496661675,0,0
52481,0.2,0.0,0.5,-0.19290746519791102,0,0
275006,0.202,0.0033333333333333335,0.5,-0.15540837236640553,0,0
101926,0.2,0.0,0.5,-0.17024784101965718,0,0
190045,0.0,0.0,0.0,-0.20551150869306856,0,0
212240,0.21200000000000002,0.02,0.5,-0.14115065852312142,0,0
195096,0.02,0.03333333333333333,0.0,-0.15723777486449386,0,0
86127,0.0,0.0,0.0,-0.11173118091253331,0,0
35447,0.0,0.0,0.0,-0.220487577721443,0,0
261971,0.2,0.0,0.5,-0.1716063231136758,0,0
43526,0.2,0.0,0.5,-0.14314698442411444,0,0
98807,0.002,0.0033333333333333335,0.0,-0.1753615100456496,0,0
143857,0.2,0.0,0.5,-0.17368633297564223,0,0
270703,0.2,0.0,0.5,-0.19519165181814946,0,0
124634,0.2,0.0,0.5,-0.19258884956733568,0,0
167705,0.0,0.0,0.0,-0.13125723888097318,0,0
103715,0.0,0.0,0.0,-0.19102646412118712,0,0
249982,0.0,0.0,0.0,-0.15458182368799384,0,0
99250,0.002,0.0033333333333333335,0.0,-0.2024305166434956,0,0
170626,0.2,0.0,0.5,-0.21958854312429105,0,0
284668,0.2,0.0,0.5,-0.19974091685841444,0,0
252869,0.0,0.0,0.0,-0.20694530257908822,0,0
152227,0.0,0.0,0.0,-0.17203366420801613,0,0
130740,0.0,0.0,0.0,-0.17987553589511873,0,0
38868,0.2,0.0,0.5,-0.17614851917878477,0,0
92628,0.0,0.0,0.0,-0.1956841623452753,0,0
214455,0.0,0.0,0.0,-0.15323991202736953,0,0
237169,0.0,0.0,0.0,-0.20577526816295805,0,0
135508,0.2,0.0,0.5,-0.20435044329938273,0,0
46168,0.2,0.0,0.5,-0.183698842523617,0,0
153513,0.002,0.0033333333333333335,0.0,-0.173874862219136,0,0
59729,0.0,0.0,0.0,-0.20804436305141533,0,0
21177,0.2,0.0,0.5,-0.21300488231259235,0,0
179263,0.2,0.0,0.5,-0.1593960993273713,0,0
237811,0.0,0.0,0.0,-0.18259585057552558,0,0
62204,0.0,0.0,0.0,-0.1722535000099188,0,0
111437,0.0,0.0,0.0,-0.17832631173642138,0,0
181914,0.0,0.0,0.0,-0.2114757858444758,0,0
12931,0.0,0.0,0.0,-0.14005536952128933,0,0
10020,0.0,0.0,0.0,-0.1662897696183247,0,0
209714,0.2,0.0,0.5,-0.17355728883073313,0,0
168956,0.2,0.0,0.5,-0.19228006208570408,0,0
48269,0.2,0.0,0.5,-0.1900990599769815,0,0
149752,0.0,0.0,0.0,-0.16380025325469316,0,0
185885,0.202,0.0033333333333333335,0.5,-0.11992491535310984,0,0
165356,0.2,0.0,0.5,-0.19839068992058534,0,0
104354,0.20400000000000001,0.006666666666666667,0.5,-0.1791536665746094,0,0
43811,0.2,0.0,0.5,-0.18412886589825428,0,0
101501,0.2,0.0,0.5,-0.19353687896113753,0,0
3257,0.2,0.0,0.5,-0.1762929599726818,0,0
210102,0.0,0.0,0.0,-0.20418677992946416,0,0
259544,0.0,0.0,0.0,-0.16697389253581435,0,0
140646,0.0,0.0,0.0,-0.17534082847725818,0,0
185368,0.2,0.0,0.5,-0.200422755358716,0,0
10180,0.006,0.01,0.0,-0.14444736576890627,0,0
40078,0.028,0.04666666666666667,0.0,-0.11775858276319617,0,0
46807,0.0,0.0,0.0,-0.1789962307435623,0,0
148643,0.2,0.0,0.5,-0.14146539424130405,0,0
276695,0.0,0.0,0.0,-0.1354601082361206,0,0
198836,0.0,0.0,0.0,-0.16228436774228633,0,0
53647,0.2,0.0,0.5,-0.20618956024441332,0,0
80262,0.202,0.0033333333333333335,0.5,-0.1337654321851735,0,0
152389,0.2,0.0,0.5,-0.17402201367803843,0,0
126249,0.0,0.0,0.0,-0.18946310172686687,0,0
242261,0.002,0.0033333333333333335,0.0,-0.1576605141643429,0,0
83250,0.0,0.0,0.0,-0.15008971942036053,0,0
167295,0.20800000000000002,0.013333333333333334,0.5,-0.20378726623079546,0,0
8319,0.2,0.0,0.5,-0.16739448664356515,0,0
72645,0.0,0.0,0.0,-0.15832526395854968,0,0
178634,0.202,0.0033333333333333335,0.5,-0.10485064324210086,0,0
95383,0.2,0.0,0.5,-0.16274775734894603,0,0
65128,0.0,0.0,0.0,-0.18233246417418708,0,0
220393,0.20600000000000002,0.01,0.5,-0.14541097858578977,0,0
144401,0.0,0.0,0.0,-0.17841394681910255,0,0
145936,0.2,0.0,0.5,-0.1831804822334115,0,0
112378,0.0,0.0,0.0,-0.19281820007795253,0,0
183927,0.2,0.0,0.5,-0.14982402054182742,0,0
66442,0.2,0.0,0.5,-0.13681298355317345,0,0
172576,0.0,0.0,0.0,-0.19815260941630847,0,0
360,0.2,0.0,0.5,-0.1987283567219063,0,0
131322,0.0,0.0,0.0,-0.211082286308304,0,0
280528,0.2,0.0,0.5,-0.18302576513722013,0,0
233219,0.2,0.0,0.5,-0.047945903354601804,0,0
215593,0.2,0.0,0.5,-0.18580147901358024,0,0
127126,0.2,0.0,0.5,-0.21519155359065706,0,0
284355,0.0,0.0,0.0,-0.16665278172499026,0,0
123261,0.0,0.0,0.0,-0.18382913854246813,0,0
262879,0.228,0.04666666666666667,0.5,-0.06512364768035506,0,0
262012,0.2,0.0,0.5,-0.19616360512265846,0,0
116981,0.2,0.0,0.5,-0.1590061389878894,0,0
160263,0.2,0.0,0.5,-0.16316908925543405,0,0
248952,0.002,0.0033333333333333335,0.0,-0.14362736412967037,0,0
133543,0.2,0.0,0.5,-0.19889253707284876,0,0
88978,0.0,0.0,0.0,-0.20884282144202448,0,0
9578,0.0,0.0,0.0,-0.1613752570303072,0,0
150567,0.2,0.0,0.5,-0.14808786387070094,0,0
11541,0.0,0.0,0.0,-0.15664769753207053,0,0
54377,0.2,0.0,0.5,-0.19966022382043297,0,0
187175,0.2,0.0,0.5,-0.19042508816455006,0,0
97047,0.0,0.0,0.0,-0.17417192574444634,0,0
115400,0.0,0.0,0.0,-0.08760063025593223,0,0
50803,0.0,0.0,0.0,-0.2166892251422966,0,0
268160,0.2,0.0,0.5,-0.20463902419670388,0,0
45414,0.0,0.0,0.0,-0.2144211751786691,0,0
187057,0.202,0.0033333333333333335,0.5,-0.16200931960539278,0,0
158085,0.0,0.0,0.0,-0.14947210295448615,0,0
94089,0.2,0.0,0.5,-0.18802573557578095,0,0
62840,0.2,0.0,0.5,-0.16872014496760362,0,0
214921,0.0,0.0,0.0,-0.20888108361658553,0,0
222500,0.01,0.016666666666666666,0.0,-0.14144710138557487,0,0
222400,0.2,0.0,0.5,-0.195915422792514,0,0
209253,0.2,0.0,0.5,-0.13522216928446917,0,0
109612,0.0,0.0,0.0,-0.15105821962981303,0,0
79907,0.20400000000000001,0.006666666666666667,0.5,-0.18316769764119217,0,0
265223,0.004,0.006666666666666667,0.0,-0.15027944264574633,0,0
8750,0.0,0.0,0.0,-0.16253752922215386,0,0
81870,0.2,0.0,0.5,-0.16543466272755702,0,0
211273,0.2,0.0,0.5,-0.20536194370713345,0,0
282182,0.2,0.0,0.5,-0.1801522174398691,0,0
53264,0.2,0.0,0.5,-0.18613658442229664,0,0
278874,0.0,0.0,0.0,-0.17342317884712788,0,0
47835,0.2,0.0,0.5,-0.18640144397246566,0,0
150957,0.0,0.0,0.0,-0.16313612074882922,0,0
11661,0.0,0.0,0.0,-0.16404106457802736,0,0
284800,0.0,0.0,0.0,-0.20556028687930766,0,0
85755,0.2,0.0,0.5,-0.16386655107653492,0,0
92077,0.2,0.0,0.5,-0.1642655646376015,0,0
52072,0.0,0.0,0.0,-0.15793095679050018,0,0
190212,0.0,0.0,0.0,-0.1734222381028866,0,0
132934,0.0,0.0,0.0,-0.21237773429968004,0,0
99097,0.2,0.0,0.5,-0.1487588716274661,0,0
156080,0.0,0.0,0.0,-0.17999171756556298,0,0
106173,0.2,0.0,0.5,-0.20356660760717454,0,0
177539,0.23,0.05,0.5,-0.12216980963112584,0,0
187394,0.2,0.0,0.5,-0.19384559105092336,0,0
172173,0.2,0.0,0.5,-0.18815215611920366,0,0
103951,0.2,0.0,0.5,-0.1907297707368884,0,0
115971,0.0,0.0,0.0,-0.20417468200992395,0,0
8358,0.2,0.0,0.5,-0.15373792831635746,0,0
79557,0.2,0.0,0.5,-0.18716282732549766,0,0
199241,0.0,0.0,0.0,-0.21073685167238243,0,0
105961,0.0,0.0,0.0,-0.16803709007297774,0,0
200314,0.2,0.0,0.5,-0.21546929111868862,0,0
83002,0.0,0.0,0.0,-0.21300432836916228,0,0
213573,0.2,0.0,0.5,-0.06697895726399827,0,0
117542,0.20400000000000001,0.006666666666666667,0.5,-0.11173862173399046,0,0
262100,0.0,0.0,0.0,-0.14766858014548462,0,0
236791,0.2,0.0,0.5,-0.16729624879853988,0,0
11071,0.202,0.0033333333333333335,0.5,-0.13569620294477736,0,0
258268,0.002,0.0033333333333333335,0.0,-0.18744164692964643,0,0
11588,0.0,0.0,0.0,-0.12273091399111996,0,0
201853,0.0,0.0,0.0,-0.19659649765304532,0,0
133756,0.21000000000000002,0.016666666666666666,0.5,-0.06412105243977162,0,0
68976,0.2,0.0,0.5,-0.19197276903984212,0,0
153327,0.0,0.0,0.0,-0.13867799031735628,0,0
232209,0.002,0.0033333333333333335,0.0,-0.14754053692229163,0,0
232830,0.2,0.0,0.5,-0.1961668680556823,0,0
112240,0.0,0.0,0.0,-0.19218427617485556,0,0
151835,0.2,0.0,0.5,-0.1261724068015846,0,0
187749,0.0,0.0,0.0,-0.14891905353114576,0,0
278007,0.2,0.0,0.5,-0.20392766473991086,0,0
27934,0.202,0.0033333333333333335,0.5,-0.14494530888822865,0,0
67590,0.0,0.0,0.0,-0.20751424465229162,0,0
156023,0.0,0.0,0.0,-0.17486967373553308,0,0
225677,0.0,0.0,0.0,-0.177225821366649,0,0
171463,0.002,0.0033333333333333335,0.0,-0.1251232688998748,0,0
13754,0.0,0.0,0.0,-0.17168825694677842,0,0
119023,0.0,0.0,0.0,-0.22429023381601826,0,0
261574,0.0,0.0,0.0,-0.19288124802413253,0,0
120419,0.2,0.0,0.5,-0.1899138969547957,0,0
45241,0.0,0.0,0.0,-0.033335685127813264,0,0
33473,0.0,0.0,0.0,-0.21201456130538,0,0
180924,0.2,0.0,0.5,-0.059907375640571026,0,0
43596,0.2,0.0,0.5,-0.15172311770667746,0,0
66090,0.004,0.006666666666666667,0.0,0.01515709563448342,0,0
184188,0.20600000000000002,0.01,0.5,-0.20166834488686852,0,0
189264,0.202,0.0033333333333333335,0.5,-0.17257195052900215,0,0
43555,0.2,0.0,0.5,-0.14667238272681044,0,0
34165,0.0,0.0,0.0,-0.08902877704592216,0,0
46066,0.2,0.0,0.5,-0.188126567600859,0,0
132794,0.0,0.0,0.0,-0.15553241550552777,0,0
142027,0.0,0.0,0.0,-0.19792276367519424,0,0
245099,0.0,0.0,0.0,-0.18752826370108377,0,0
117205,0.0,0.0,0.0,-0.20914590429684188,0,0
45302,0.2,0.0,0.5,-0.1477042090154772,0,0
155725,0.2,0.0,0.5,-0.1467688857107043,0,0
24927,0.202,0.0033333333333333335,0.5,-0.18120920298523696,0,0
148884,0.0,0.0,0.0,-0.17789974140615378,0,0
193799,0.2,0.0,0.5,-0.1934443566308674,0,0
147531,0.0,0.0,0.0,-0.14503277656258806,0,0
25011,0.2,0.0,0.5,-0.19261071011589814,0,0
260327,0.0,0.0,0.0,-0.20368397784071307,0,0
263612,0.0,0.0,0.0,-0.17090513044310657,0,0
190357,0.2,0.0,0.5,-0.17199972879666353,0,0
54863,0.2,0.0,0.5,-0.1733792077922674,0,0
268655,0.2,0.0,0.5,-0.1638381363705076,0,0
207940,0.0,0.0,0.0,-0.19479139634609155,0,0
238820,0.0,0.0,0.0,-0.1821853254907257,0,0
188053,0.2,0.0,0.5,-0.155720874131263,0,0
282057,0.0,0.0,0.0,-0.15374025256847096,0,0
88474,0.0,0.0,0.0,-0.19484575559852535,0,0
34406,0.0,0.0,0.0,-0.19950677489386281,0,0
212287,0.2,0.0,0.5,-0.19190363488976808,0,0
233873,0.0,0.0,0.0,-0.19574294962219546,0,0
183636,0.0,0.0,0.0,-0.18641458582628273,0,0
232229,0.002,0.0033333333333333335,0.0,-0.13003292465226285,0,0
225577,0.20600000000000002,0.01,0.5,-0.1715495516559799,0,0
40558,0.0,0.0,0.0,-0.18031474193353514,0,0
256978,0.0,0.0,0.0,-0.20685750906382172,0,0
221149,0.2,0.0,0.5,-0.184553016891508,0,0
1076,0.4,0.0,1.0,-0.1862463674949153,0,0
124367,0.22,0.03333333333333333,0.5,-0.13906630553929933,0,0
10,0.2,0.0,0.5,-0.1708752833138067,0,0
18411,0.2,0.0,0.5,-0.17449540782437162,0,0
280844,0.0,0.0,0.0,-0.1669561714438333,0,0
20255,0.2,0.0,0.5,-0.20054474324529725,0,0
28670,0.2,0.0,0.5,-0.19579827726811988,0,0
47893,0.2,0.0,0.5,-0.1762010664005606,0,0
115284,0.2,0.0,0.5,-0.1722372917854771,0,0
208575,0.0,0.0,0.0,-0.20677093968224008,0,0
53262,0.0,0.0,0.0,-0.19211951595458876,0,0
40690,0.20800000000000002,0.013333333333333334,0.5,-0.13436545885179174,0,0
89108,0.002,0.0033333333333333335,0.0,-0.169509409286341,0,0
197230,0.202,0.0033333333333333335,0.5,-0.17043400212185472,0,0
39206,0.20400000000000001,0.006666666666666667,0.5,-0.08013714956830381,0,0
223908,0.2,0.0,0.5,-0.14052566107881087,0,0
273126,0.0,0.0,0.0,-0.1689631991947328,0,0
206941,0.2,0.0,0.5,-0.19087216820003927,0,0
269255,0.2,0.0,0.5,-0.19596491140479183,0,0
34215,0.2,0.0,0.5,-0.17304513586920633,0,0
179422,0.2,0.0,0.5,-0.21389769321331348,0,0
224243,0.202,0.0033333333333333335,0.5,-0.11389717730227106,0,0
190678,0.2,0.0,0.5,-0.14941482223052766,0,0
106414,0.2,0.0,0.5,-0.19353296641273943,0,0
125460,0.0,0.0,0.0,-0.17928455429959195,0,0
138966,0.0,0.0,0.0,-0.19533330089659906,0,0
87910,0.0,0.0,0.0,-0.19515058748610903,0,0
213487,0.20400000000000001,0.006666666666666667,0.5,-0.08464743524412666,0,0
119637,0.0,0.0,0.0,-0.17674502944436138,0,0
25364,0.21200000000000002,0.02,0.5,-0.033255184547953065,0,0
57892,0.2,0.0,0.5,-0.06577649523175799,0,0
185179,0.0,0.0,0.0,-0.1740153976374692,0,0
149847,0.0,0.0,0.0,-0.17180131899473616,0,0
261715,0.2,0.0,0.5,-0.1816001985209756,0,0
82126,0.0,0.0,0.0,-0.2080038009403829,0,0
201603,0.0,0.0,0.0,-0.16738085702454136,0,0
95879,0.2,0.0,0.5,-0.124676405135357,0,0
66194,0.0,0.0,0.0,-0.18992958716228342,0,0
199587,0.0,0.0,0.0,-0.19839498634920372,0,0
55304,0.002,0.0033333333333333335,0.0,-0.16587096795670425,0,0
166123,0.2,0.0,0.5,-0.19899878110577257,0,0
283981,0.2,0.0,0.5,-0.180957882149819,0,0
179056,0.004,0.006666666666666667,0.0,-0.1492472287603251,0,0
75713,0.2,0.0,0.5,-0.15771778186829027,0,0
145567,0.20400000000000001,0.006666666666666667,0.5,-0.18689468014820176,0,0
73616,0.0,0.0,0.0,-0.21490761725433072,0,0
101783,0.002,0.0033333333333333335,0.0,-0.15202091738659568,0,0
245018,0.2,0.0,0.5,-0.1996054848144359,0,0
111785,0.2,0.0,0.5,-0.1547998683750792,0,0
263907,0.2,0.0,0.5,-0.16320388873456504,0,0
223834,0.2,0.0,0.5,-0.16043104831490196,0,0
110035,0.2,0.0,0.5,-0.17053520994762233,0,0
180528,0.0,0.0,0.0,-0.19547299801642543,0,0
60212,0.21000000000000002,0.016666666666666666,0.5,-0.043867152181960134,0,0
38742,0.2,0.0,0.5,-0.20666660947402354,0,0
166133,0.2,0.0,0.5,-0.20346043280526,0,0
252181,0.0,0.0,0.0,-0.1558120950809846,0,0
4629,0.202,0.0033333333333333335,0.5,-0.15346769491648493,0,0
151890,0.0,0.0,0.0,-0.16646404470032367,0,0
127699,0.2,0.0,0.5,-0.2026326864827252,0,0
160518,0.2,0.0,0.5,-0.18419419604216541,0,0
26367,0.002,0.0033333333333333335,0.0,-0.19182402068094262,0,0
17260,0.2,0.0,0.5,-0.1516353255124669,0,0
179346,0.23,0.05,0.5,-0.13856265342889634,0,0
86599,0.0,0.0,0.0,-0.18322682347077046,0,0
18809,0.6839999999999999,0.8066666666666666,0.5,0.00241409709050322,1,1
163855,0.2,0.0,0.5,-0.16148570383534538,0,0
230142,0.2,0.0,0.5,-0.18236059432720764,0,0
276214,0.0,0.0,0.0,-0.20978362298457331,0,0
205062,0.2,0.0,0.5,-0.13853362964219246,0,0
184640,0.2,0.0,0.5,-0.13926674170118342,0,0
184512,0.2,0.0,0.5,-0.19682299574244666,0,0
261405,0.0,0.0,0.0,-0.21289930282826913,0,0
74713,0.006,0.01,0.0,-0.14170638660983131,0,0
59560,0.2,0.0,0.5,-0.203234216820819,0,0
12405,0.002,0.0033333333333333335,0.0,-0.13766937881046398,0,0
192339,0.2,0.0,0.5,-0.18834092690203585,0,0
262231,0.2,0.0,0.5,-0.191287650037194,0,0
2130,0.4,0.0,1.0,-0.1799356376677056,0,0
46876,0.2,0.0,0.5,-0.19453102518597581,0,0
121660,0.0,0.0,0.0,-0.2007246040873692,0,0
177620,0.006,0.01,0.0,-0.12310261962859442,0,0
242129,0.2,0.0,0.5,-0.14634831000378312,0,0
133153,0.026,0.043333333333333335,0.0,-0.19640648577633413,0,0
54858,0.2,0.0,0.5,-0.1753105765156462,0,0
213821,0.2,0.0,0.5,-0.10109474515695671,0,0
46893,0.20400000000000001,0.006666666666666667,0.5,-0.16060711519532683,0,0
29325,0.202,0.0033333333333333335,0.5,-0.18919059655888565,0,0
53337,0.2,0.0,0.5,-0.1651115008029152,0,0
170774,0.20400000000000001,0.006666666666666667,0.5,-0.12583165704571747,0,0
255880,0.0,0.0,0.0,-0.20546955201220873,0,0
147968,0.2,0.0,0.5,-0.19877522494340322,0,0
77035,0.2,0.0,0.5,-0.17938101389219374,0,0
43586,0.0,0.0,0.0,-0.18788785687107235,0,0
1422,0.2,0.0,0.5,-0.16063153188480778,0,0
201710,0.0,0.0,0.0,-0.1340533009775866,0,0
125365,0.2,0.0,0.5,-0.1735292642753401,0,0
244832,0.0,0.0,0.0,-0.19409220629318835,0,0
75588,0.2,0.0,0.5,-0.2055639241798965,0,0
29594,0.0,0.0,0.0,-0.18063576949984583,0,0
113656,0.2,0.0,0.5,-0.17922487116132285,0,0
13211,0.2,0.0,0.5,-0.1734723976065069,0,0
21385,0.2,0.0,0.5,-0.20466420699802107,0,0
219587,0.0,0.0,0.0,-0.193415610977399,0,0
267317,0.202,0.0033333333333333335,0.5,-0.14980052191364862,0,0
158812,0.202,0.0033333333333333335,0.5,-0.1862961275596765,0,0
64389,0.202,0.0033333333333333335,0.5,-0.10749811501169765,0,0
98768,0.2,0.0,0.5,-0.19995733449557496,0,0
74049,0.2,0.0,0.5,-0.21537931192129828,0,0
57332,0.0,0.0,0.0,-0.16798744243058933,0,0
195775,0.0,0.0,0.0,-0.1941666342305861,0,0
12761,0.2,0.0,0.5,-0.14377463304146154,0,0
155044,0.202,0.0033333333333333335,0.5,-0.1333739576434162,0,0
235156,0.2,0.0,0.5,-0.15155295753133097,0,0
155752,0.0,0.0,0.0,-0.1740252704158457,0,0
156468,0.2,0.0,0.5,-0.1217506607356007,0,0
6330,0.222,0.03666666666666667,0.5,0.009796470210767017,0,0
87893,0.0,0.0,0.0,-0.1754895200827446,0,0
271641,0.0,0.0,0.0,-0.18900590068439094,0,0
155544,0.0,0.0,0.0,-0.13722056599380072,0,0
128857,0.0,0.0,0.0,-0.1443606819694528,0,0
248395,0.0,0.0,0.0,-0.18394572604676362,0,0
29982,0.202,0.0033333333333333335,0.5,-0.1412275634879403,0,0
98424,0.2,0.0,0.5,-0.19506242275992347,0,0
186646,0.2,0.0,0.5,-0.17038117219385907,0,0
47365,0.202,0.0033333333333333335,0.5,-0.1820049849707952,0,0
35671,0.0,0.0,0.0,-0.18718534701700973,0,0
50757,0.2,0.0,0.5,-0.2009121503281135,0,0
21874,0.0,0.0,0.0,-0.21205587437149598,0,0
149435,0.2,0.0,0.5,-0.12132675735956511,0,0
67176,0.0,0.0,0.0,-0.20957588504212854,0,0
17428,0.0,0.0,0.0,-0.1903348893620368,0,0
241437,0.2,0.0,0.5,-0.19725975646073118,0,0
62432,0.228,0.04666666666666667,0.5,-0.11468328887067347,0,0
242802,0.0,0.0,0.0,-0.18672228773850097,0,0
184157,0.2,0.0,0.5,-0.19002985627213237,0,0
206806,0.2,0.0,0.5,-0.18096487915466847,0,0
182974,0.2,0.0,0.5,-0.18254495548035377,0,0
202137,0.0,0.0,0.0,-0.21435867643497797,0,0
62799,0.2,0.0,0.5,-0.2105473407272081,0,0
195822,0.2,0.0,0.5,-0.15486680968077882,0,0
236774,0.22,0.03333333333333333,0.5,-0.17230680280327854,0,0
180033,0.002,0.0033333333333333335,0.0,-0.16296451625173186,0,0
50614,0.20800000000000002,0.013333333333333334,0.5,-0.03641005108055395,0,0
142276,0.0,0.0,0.0,-0.17777768380248038,0,0
247490,0.2,0.0,0.5,-0.17900730011537241,0,0
142307,0.0,0.0,0.0,-0.2007429284610474,0,0
232027,0.2,0.0,0.5,-0.21059518261786725,0,0
37822,0.0,0.0,0.0,-0.18347481035653784,0,0
217838,0.2,0.0,0.5,-0.18924883121158775,0,0
120003,0.0,0.0,0.0,-0.20417492854482933,0,0
207751,0.0,0.0,0.0,-0.17411857719098062,0,0
267593,0.2,0.0,0.5,-0.18478433549929751,0,0
120781,0.0,0.0,0.0,-0.21046428357743024,0,0
83796,0.20400000000000001,0.006666666666666667,0.5,-0.1681496827610926,0,0
38616,0.202,0.0033333333333333335,0.5,-0.15725136057321382,0,0
166744,0.2,0.0,0.5,-0.1937907978998391,0,0
148105,0.2,0.0,0.5,-0.21131955810037722,0,0
186719,0.2,0.0,0.5,-0.17248945304108776,0,0
100340,0.0,0.0,0.0,-0.19468564970649593,0,0
211852,0.2,0.0,0.5,-0.18469140137672974,0,0
86557,0.2,0.0,0.5,-0.1883265550243362,0,0
182588,0.004,0.006666666666666667,0.0,-0.17000520290050986,0,0
240188,0.2,0.0,0.5,-0.10154314870824249,0,0
205510,0.0,0.0,0.0,-0.18586786779257158,0,0
107916,0.2,0.0,0.5,-0.19237546399193894,0,0
225959,0.2,0.0,0.5,-0.16691220367294513,0,0
74840,0.2,0.0,0.5,-0.1794505786141583,0,0
167212,0.002,0.0033333333333333335,0.0,-0.2064624901624526,0,0
196250,0.2,0.0,0.5,-0.17473780355013008,0,0
44205,0.0,0.0,0.0,-0.16877061287400907,0,0
226089,0.2,0.0,0.5,-0.17667106711261865,0,0
25914,0.2,0.0,0.5,-0.18500890059943792,0,0
18757,0.2,0.0,0.5,-0.1910596002880095,0,0
190294,0.2,0.0,0.5,-0.2064512066996828,0,0
23408,0.2,0.0,0.5,-0.1299371494578932,0,0
164676,0.0,0.0,0.0,-0.19577756186579248,0,0
190516,0.0,0.0,0.0,-0.06926257996587892,0,0
232445,0.0,0.0,0.0,-0.2048615566794848,0,0
171140,0.2,0.0,0.5,-0.16102139421762535,0,0
260509,0.20600000000000002,0.01,0.5,-0.14313873070708477,0,0
218244,0.20600000000000002,0.01,0.5,-0.17285591380026866,0,0
182542,0.2,0.0,0.5,-0.17357674055512712,0,0
241864,0.0,0.0,0.0,-0.1911708819109465,0,0
83531,0.2,0.0,0.5,-0.1845565938554377,0,0
178189,0.2,0.0,0.5,-0.2099925290303441,0,0
